U,std_U,I,std_I
0.0064516129032258064,0.0,0.0,0.0
0.012903225806451613,0.0,0.0,0.0
0.00967741935483871,0.0,1.466275659824047e-05,0.0
0.00967741935483871,0.0,1.466275659824047e-05,0.0
0.01935483870967742,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.02258064516129032,0.0,0.0,0.0
0.02258064516129032,0.0,1.466275659824047e-05,0.0
0.025806451612903226,0.0,1.466275659824047e-05,0.0
0.035483870967741936,0.0,0.0,0.0
0.035483870967741936,0.0,0.0,0.0
0.035483870967741936,0.0,0.0,0.0
0.03870967741935484,0.0,1.466275659824047e-05,0.0
0.04838709677419355,0.0,0.0,0.0
0.04838709677419355,0.0,0.0,0.0
0.04838709677419355,0.0,0.0,0.0
0.054838709677419356,0.0,0.0,0.0
0.03870967741935484,0.0,0.00010263929618768328,0.0
0.06451612903225806,0.0,0.0,0.0
0.06451612903225806,0.0,0.0,0.0
0.06451612903225806,0.0,0.0,0.0
0.07096774193548387,0.0,0.0,0.0
0.058064516129032254,0.0,7.331378299120235e-05,0.0
0.07419354838709677,0.0,0.0,0.0
0.08064516129032258,0.0,0.0,0.0
0.08387096774193549,0.0,0.0,0.0
0.11612903225806452,0.0,1.466275659824047e-05,0.0
0.09032258064516129,0.0,0.0,0.0
0.08709677419354839,0.0,4.398826979472141e-05,0.0
0.05806451612903227,0.0,4.398826979472141e-05,0.0
0.0935483870967742,0.0,1.466275659824047e-05,0.0
0.1032258064516129,0.0,0.0,0.0
0.1064516129032258,0.0,0.0,0.0
0.11612903225806452,0.0,0.0,0.0
0.11290322580645161,0.0,0.0,0.0
0.11935483870967742,0.0,0.0,0.0
0.11290322580645162,0.0,1.466275659824047e-05,0.0
0.12580645161290321,0.0,0.0,0.0
0.08387096774193549,0.0,0.0,0.0
0.11612903225806452,0.0,7.331378299120235e-05,0.0
0.11290322580645161,0.0,2.932551319648094e-05,0.0
0.12903225806451615,0.0,2.932551319648094e-05,0.0
0.13870967741935483,0.0,0.0,0.0
0.11612903225806452,0.0,1.466275659824047e-05,0.0
0.14193548387096774,0.0,0.0,0.0
0.14838709677419354,0.0,0.0,0.0
0.14516129032258063,0.0,1.466275659824047e-05,0.0
0.15483870967741936,0.0,0.0,0.0
0.15483870967741936,0.0,0.0,0.0
0.16129032258064516,0.0,0.0,0.0
0.13548387096774195,0.0,0.0,0.0
0.16451612903225807,0.0,1.466275659824047e-05,0.0
0.1774193548387097,0.0,0.0,0.0
0.17419354838709677,0.0,1.466275659824047e-05,0.0
0.1774193548387097,0.0,0.0,0.0
0.18064516129032257,0.0,0.0,0.0
0.17419354838709677,0.0,1.466275659824047e-05,0.0
0.1870967741935484,0.0,0.0,0.0
0.16774193548387095,0.0,1.466275659824047e-05,0.0
0.1935483870967742,0.0,0.0,0.0
0.1838709677419355,0.0,7.331378299120235e-05,0.0
0.1967741935483871,0.0,0.0,0.0
0.2064516129032258,0.0,0.0,0.0
0.2032258064516129,0.0,0.0,0.0
0.2161290322580645,0.0,0.0,0.0
0.2161290322580645,0.0,1.466275659824047e-05,0.0
0.15806451612903227,0.0,0.0002785923753665689,0.0
0.22258064516129034,0.0,0.0,0.0
0.2225806451612903,0.0,1.466275659824047e-05,0.0
0.22580645161290322,0.0,0.0,0.0
0.22903225806451613,0.0,1.466275659824047e-05,0.0
0.23548387096774193,0.0,0.0,0.0
0.23870967741935484,0.0,1.466275659824047e-05,0.0
0.23225806451612901,0.0,1.466275659824047e-05,0.0
0.23870967741935484,0.0,1.466275659824047e-05,0.0
0.24193548387096775,0.0,0.0,0.0
0.2709677419354839,0.0,0.0,0.0
0.25161290322580643,0.0,0.0,0.0
0.25483870967741934,0.0,0.0,0.0
0.26129032258064516,0.0,0.0,0.0
0.25806451612903225,0.0,1.466275659824047e-05,0.0
0.2645161290322581,0.0,1.466275659824047e-05,0.0
0.2645161290322581,0.0,1.466275659824047e-05,0.0
0.27419354838709675,0.0,0.0,0.0
0.25806451612903225,0.0,2.932551319648094e-05,0.0
0.25161290322580643,0.0,0.0,0.0
0.2870967741935484,0.0,0.0,0.0
0.27741935483870966,0.0,1.466275659824047e-05,0.0
0.27419354838709675,0.0,1.466275659824047e-05,0.0
0.2903225806451613,0.0,0.0,0.0
0.29354838709677417,0.0,1.466275659824047e-05,0.0
0.29354838709677417,0.0,0.0,0.0
0.3,0.0,0.0,0.0
0.3064516129032258,0.0,0.0,0.0
0.3064516129032258,0.0,0.0,0.0
0.31290322580645163,0.0,0.0,0.0
0.31290322580645163,0.0,0.0,0.0
0.3129032258064516,0.0,1.466275659824047e-05,0.0
0.3193548387096774,0.0,0.0,0.0
0.3193548387096774,0.0,0.0,0.0
0.2806451612903226,0.0,0.00020527859237536657,0.0
0.32903225806451614,0.0,0.0,0.0
0.3258064516129032,0.0,2.932551319648094e-05,0.0
0.32903225806451614,0.0,1.466275659824047e-05,0.0
0.2806451612903226,0.0,0.00026392961876832845,0.0
0.3419354838709677,0.0,0.0,0.0
0.34838709677419355,0.0,0.0,0.0
0.34838709677419355,0.0,0.0,0.0
0.34838709677419355,0.0,0.0,0.0
0.3580645161290323,0.0,0.0,0.0
0.35806451612903223,0.0,1.466275659824047e-05,0.0
0.36129032258064514,0.0,0.0,0.0
0.36129032258064514,0.0,2.932551319648094e-05,0.0
0.35161290322580646,0.0,7.331378299120235e-05,0.0
0.36774193548387096,0.0,0.0,0.0
0.3741935483870968,0.0,1.466275659824047e-05,0.0
0.3774193548387097,0.0,0.0,0.0
0.36129032258064514,0.0,0.00010263929618768328,0.0
0.3870967741935484,0.0,0.0,0.0
0.38387096774193546,0.0,0.0,0.0
0.34838709677419355,0.0,0.0,0.0
0.3967741935483871,0.0,0.0,0.0
0.3967741935483871,0.0,1.466275659824047e-05,0.0
0.4,0.0,0.0,0.0
0.4032258064516129,0.0,0.0,0.0
0.4096774193548387,0.0,1.466275659824047e-05,0.0
0.4129032258064516,0.0,0.0,0.0
0.4129032258064516,0.0,1.466275659824047e-05,0.0
0.41935483870967744,0.0,0.0,0.0
0.3967741935483871,0.0,1.466275659824047e-05,0.0
0.42258064516129035,0.0,0.0,0.0
0.38387096774193546,0.0,1.466275659824047e-05,0.0
0.4290322580645161,0.0,0.0,0.0
0.4290322580645161,0.0,0.0,0.0
0.432258064516129,0.0,0.0,0.0
0.44193548387096776,0.0,0.0,0.0
0.43870967741935485,0.0,0.0,0.0
0.43870967741935485,0.0,2.932551319648094e-05,0.0
0.4096774193548387,0.0,0.0,0.0
0.47096774193548385,0.0,0.0,0.0
0.45483870967741935,0.0,0.0,0.0
0.45483870967741935,0.0,0.0,0.0
0.4645161290322581,0.0,0.0,0.0
0.5161290322580645,0.0,0.0,0.0
0.46774193548387094,0.0,0.0,0.0
0.47096774193548385,0.0,0.0,0.0
0.47096774193548385,0.0,0.0,0.0
0.4774193548387097,0.0,0.0,0.0
0.4774193548387097,0.0,0.0,0.0
0.4612903225806452,0.0,0.0,0.0
0.4838709677419355,0.0,0.0,0.0
0.4870967741935484,0.0,0.0,0.0
0.48709677419354835,0.0,1.466275659824047e-05,0.0
0.5,0.0,0.0,0.0
0.5,0.0,0.0,0.0
0.4967741935483871,0.0,1.466275659824047e-05,0.0
0.503225806451613,0.0,1.466275659824047e-05,0.0
0.46774193548387094,0.0,2.932551319648094e-05,0.0
0.5096774193548387,0.0,0.0,0.0
0.49677419354838714,0.0,7.331378299120235e-05,0.0
0.5225806451612903,0.0,0.0,0.0
0.5225806451612903,0.0,0.0,0.0
0.503225806451613,0.0,0.00011730205278592375,0.0
0.5258064516129033,0.0,1.466275659824047e-05,0.0
0.532258064516129,0.0,0.0,0.0
0.535483870967742,0.0,0.0,0.0
0.535483870967742,0.0,1.466275659824047e-05,0.0
0.5387096774193548,0.0,0.0,0.0
0.5387096774193549,0.0,1.466275659824047e-05,0.0
0.5516129032258065,0.0,0.0,0.0
0.5483870967741935,0.0,0.0,0.0
0.5516129032258065,0.0,0.0,0.0
0.5548387096774193,0.0,0.0,0.0
0.5580645161290323,0.0,0.0,0.0
0.5580645161290323,0.0,0.0,0.0
0.5548387096774193,0.0,2.932551319648094e-05,0.0
0.567741935483871,0.0,0.0,0.0
0.5709677419354838,0.0,0.0,0.0
0.5741935483870968,0.0,0.0,0.0
0.5870967741935483,0.0,0.0,0.0
0.5806451612903226,0.0,0.0,0.0
0.5870967741935483,0.0,0.0,0.0
0.5903225806451613,0.0,1.466275659824047e-05,0.0
0.5838709677419355,0.0,2.932551319648094e-05,0.0
0.5903225806451613,0.0,2.932551319648094e-05,0.0
0.5967741935483871,0.0,1.466275659824047e-05,0.0
0.6064516129032258,0.0,0.0,0.0
0.603225806451613,0.0,0.0,0.0
0.6096774193548387,0.0,0.0,0.0
0.6322580645161291,0.0,1.466275659824047e-05,0.0
0.6,0.0,5.865102639296188e-05,0.0
0.6129032258064516,0.0,0.0,0.0
0.6129032258064516,0.0,4.398826979472141e-05,0.0
