U,I
0.0,0.0
0.0032258064516129032,0.0
0.0064516129032258064,0.0
0.012903225806451613,0.0
0.019354838709677417,1.466275659824047e-05
0.01935483870967742,0.0
-0.02258064516129032,0.00020527859237536657
0.025806451612903226,0.0
0.03225806451612903,1.466275659824047e-05
0.03225806451612903,0.0
0.03225806451612903,0.0
0.04516129032258064,0.0
0.041935483870967745,0.0
0.04516129032258064,0.0
0.05161290322580645,0.0
0.05161290322580645,0.0
0.058064516129032254,1.466275659824047e-05
0.05806451612903226,0.0
0.04516129032258064,8.797653958944282e-05
0.06451612903225806,0.0
0.06129032258064516,1.466275659824047e-05
0.07096774193548387,1.466275659824047e-05
0.07741935483870968,0.0
0.07741935483870968,0.0
0.08387096774193549,0.0
0.09032258064516129,0.0
0.07741935483870968,4.398826979472141e-05
0.13548387096774195,0.0
0.0935483870967742,0.0
0.0935483870967742,0.0
0.1032258064516129,0.0
0.1064516129032258,0.0
0.0967741935483871,5.865102639296188e-05
0.11290322580645161,0.0
0.10967741935483871,0.0
0.1032258064516129,0.0
0.12258064516129032,0.0
0.12580645161290321,0.0
0.1193548387096774,2.932551319648094e-05
0.13225806451612904,0.0
0.13548387096774195,0.0
0.13225806451612904,1.466275659824047e-05
0.08709677419354839,0.0002346041055718475
0.14516129032258066,0.0
0.14516129032258066,0.0
0.14838709677419354,0.0
0.15161290322580645,0.0
0.15483870967741936,0.0
0.15806451612903225,0.0
0.15806451612903225,0.0
0.15806451612903225,1.466275659824047e-05
0.17096774193548386,0.0
0.17096774193548386,0.0
0.1774193548387097,0.0
0.21935483870967742,0.0
0.1870967741935484,0.0
0.2032258064516129,0.0
0.18387096774193548,0.0
0.18064516129032257,5.865102639296188e-05
0.1870967741935484,4.398826979472141e-05
0.1967741935483871,0.0
0.1870967741935484,5.865102639296188e-05
0.17419354838709677,1.466275659824047e-05
0.22903225806451613,0.0
0.2064516129032258,0.0
0.2161290322580645,0.0
0.2161290322580645,0.0
0.2161290322580645,0.0
0.2161290322580645,1.466275659824047e-05
0.17419354838709677,0.000249266862170088
0.22580645161290322,1.466275659824047e-05
0.23225806451612904,0.0
0.2161290322580645,0.0
0.24193548387096775,0.0
0.24516129032258063,0.0
0.24516129032258063,0.0
0.26774193548387093,4.398826979472141e-05
0.25483870967741934,0.0
