U,I
543,2.4681818181818183
548,2.4909090909090907
550,2.5
553,2.5136363636363637
553,2.5136363636363637
552,2.5090909090909093
552,2.5090909090909093
555,2.522727272727273
554,2.518181818181818
556,2.5272727272727273
557,2.5318181818181817
561,2.55
560,2.5454545454545454
560,2.5454545454545454
547,2.4863636363636363
562,2.5545454545454547
563,2.559090909090909
564,2.5636363636363635
566,2.5727272727272728
568,2.581818181818182
561,2.55
570,2.590909090909091
569,2.5863636363636364
571,2.5954545454545452
565,2.5681818181818183
573,2.6045454545454545
574,2.609090909090909
576,2.618181818181818
575,2.6136363636363638
577,2.6227272727272726
579,2.631818181818182
577,2.6227272727272726
577,2.6227272727272726
583,2.65
582,2.6454545454545455
582,2.6454545454545455
583,2.65
585,2.659090909090909
587,2.668181818181818
587,2.668181818181818
583,2.65
588,2.672727272727273
590,2.6818181818181817
590,2.6818181818181817
593,2.6954545454545453
594,2.7
593,2.6954545454545453
579,2.631818181818182
596,2.709090909090909
597,2.713636363636364
599,2.7227272727272727
599,2.7227272727272727
600,2.727272727272727
601,2.731818181818182
602,2.7363636363636363
603,2.7409090909090907
604,2.7454545454545456
606,2.7545454545454544
606,2.7545454545454544
607,2.7590909090909093
607,2.7590909090909093
610,2.772727272727273
611,2.7772727272727273
612,2.7818181818181817
612,2.7818181818181817
613,2.786363636363636
615,2.7954545454545454
617,2.8045454545454547
616,2.8
617,2.8045454545454547
619,2.8136363636363635
620,2.8181818181818183
621,2.8227272727272728
631,2.868181818181818
622,2.827272727272727
617,2.8045454545454547
623,2.831818181818182
625,2.840909090909091
626,2.8454545454545452
629,2.859090909090909
628,2.8545454545454545
630,2.8636363636363638
630,2.8636363636363638
632,2.8727272727272726
632,2.8727272727272726
634,2.881818181818182
630,2.8636363636363638
635,2.8863636363636362
635,2.8863636363636362
635,2.8863636363636362
637,2.8954545454545455
639,2.9045454545454548
640,2.909090909090909
638,2.9
641,2.9136363636363636
642,2.918181818181818
643,2.922727272727273
644,2.9272727272727272
645,2.9318181818181817
647,2.940909090909091
648,2.9454545454545453
648,2.9454545454545453
649,2.95
648,2.9454545454545453
653,2.9681818181818183
648,2.9454545454545453
652,2.963636363636364
655,2.977272727272727
656,2.981818181818182
656,2.981818181818182
657,2.9863636363636363
658,2.9909090909090907
658,2.9909090909090907
659,2.9954545454545456
662,3.0090909090909093
664,3.018181818181818
669,3.040909090909091
665,3.022727272727273
666,3.0272727272727273
667,3.0318181818181817
670,3.0454545454545454
669,3.040909090909091
671,3.05
670,3.0454545454545454
671,3.05
673,3.059090909090909
675,3.0681818181818183
672,3.0545454545454547
676,3.0727272727272728
676,3.0727272727272728
678,3.081818181818182
678,3.081818181818182
680,3.090909090909091
681,3.0954545454545452
682,3.1
681,3.0954545454545452
674,3.0636363636363635
686,3.118181818181818
685,3.1136363636363638
687,3.1227272727272726
686,3.118181818181818
689,3.131818181818182
686,3.118181818181818
692,3.1454545454545455
691,3.140909090909091
691,3.140909090909091
693,3.15
693,3.15
696,3.1636363636363636
695,3.159090909090909
697,3.168181818181818
698,3.172727272727273
699,3.1772727272727272
701,3.1863636363636365
701,3.1863636363636365
703,3.1954545454545453
702,3.190909090909091
705,3.2045454545454546
706,3.209090909090909
705,3.2045454545454546
708,3.2181818181818183
709,3.2227272727272727
710,3.227272727272727
711,3.231818181818182
713,3.2409090909090907
712,3.2363636363636363
715,3.25
716,3.2545454545454544
719,3.268181818181818
712,3.2363636363636363
719,3.268181818181818
718,3.2636363636363637
720,3.272727272727273
721,3.2772727272727273
722,3.2818181818181817
720,3.272727272727273
724,3.290909090909091
725,3.2954545454545454
726,3.3
726,3.3
727,3.3045454545454547
729,3.3136363636363635
722,3.2818181818181817
729,3.3136363636363635
732,3.327272727272727
729,3.3136363636363635
733,3.331818181818182
735,3.340909090909091
736,3.3454545454545452
735,3.340909090909091
737,3.35
738,3.3545454545454545
740,3.3636363636363638
740,3.3636363636363638
742,3.3727272727272726
737,3.35
743,3.3772727272727274
744,3.381818181818182
744,3.381818181818182
745,3.3863636363636362
746,3.390909090909091
750,3.409090909090909
749,3.4045454545454548
749,3.4045454545454548
750,3.409090909090909
751,3.4136363636363636
751,3.4136363636363636
744,3.381818181818182
754,3.4272727272727272
754,3.4272727272727272
756,3.4363636363636365
753,3.422727272727273
753,3.422727272727273
760,3.4545454545454546
766,3.481818181818182
760,3.4545454545454546
761,3.459090909090909
758,3.4454545454545453
762,3.463636363636364
763,3.4681818181818183
767,3.4863636363636363
756,3.4363636363636365
766,3.481818181818182
767,3.4863636363636363
768,3.4909090909090907
768,3.4909090909090907
770,3.5
764,3.4727272727272727
769,3.4954545454545456
771,3.5045454545454544
773,3.5136363636363637
787,3.577272727272727
775,3.522727272727273
774,3.518181818181818
774,3.518181818181818
776,3.5272727272727273
777,3.5318181818181817
776,3.5272727272727273
778,3.536363636363636
778,3.536363636363636
779,3.540909090909091
781,3.55
780,3.5454545454545454
781,3.55
783,3.559090909090909
782,3.5545454545454547
782,3.5545454545454547
785,3.5681818181818183
782,3.5545454545454547
786,3.5727272727272728
784,3.5636363636363635
785,3.5681818181818183
788,3.581818181818182
788,3.581818181818182
789,3.5863636363636364
777,3.5318181818181817
789,3.5863636363636364
793,3.6045454545454545
787,3.577272727272727
788,3.581818181818182
789,3.5863636363636364
793,3.6045454545454545
793,3.6045454545454545
790,3.590909090909091
792,3.6
791,3.5954545454545452
792,3.6
792,3.6
792,3.6
793,3.6045454545454545
794,3.609090909090909
793,3.6045454545454545
796,3.618181818181818
794,3.609090909090909
797,3.6227272727272726
797,3.6227272727272726
800,3.6363636363636362
796,3.618181818181818
798,3.6272727272727274
796,3.618181818181818
798,3.6272727272727274
799,3.631818181818182
798,3.6272727272727274
796,3.618181818181818
799,3.631818181818182
815,3.7045454545454546
801,3.640909090909091
800,3.6363636363636362
800,3.6363636363636362
791,3.5954545454545452
800,3.6363636363636362
803,3.65
800,3.6363636363636362
802,3.6454545454545455
802,3.6454545454545455
801,3.640909090909091
802,3.6454545454545455
807,3.668181818181818
804,3.6545454545454548
805,3.659090909090909
806,3.6636363636363636
803,3.65
806,3.6636363636363636
803,3.65
805,3.659090909090909
806,3.6636363636363636
807,3.668181818181818
804,3.6545454545454548
808,3.672727272727273
819,3.7227272727272727
809,3.6772727272727272
814,3.7
806,3.6636363636363636
808,3.672727272727273
807,3.668181818181818
808,3.672727272727273
807,3.668181818181818
807,3.668181818181818
809,3.6772727272727272
810,3.6818181818181817
807,3.668181818181818
810,3.6818181818181817
810,3.6818181818181817
815,3.7045454545454546
809,3.6772727272727272
809,3.6772727272727272
806,3.6636363636363636
814,3.7
814,3.7
811,3.6863636363636365
817,3.713636363636364
811,3.6863636363636365
810,3.6818181818181817
812,3.690909090909091
810,3.6818181818181817
814,3.7
812,3.690909090909091
816,3.709090909090909
811,3.6863636363636365
815,3.7045454545454546
815,3.7045454545454546
812,3.690909090909091
814,3.7
815,3.7045454545454546
796,3.618181818181818
815,3.7045454545454546
814,3.7
815,3.7045454545454546
814,3.7
815,3.7045454545454546
815,3.7045454545454546
815,3.7045454545454546
814,3.7
816,3.709090909090909
804,3.6545454545454548
816,3.709090909090909
818,3.7181818181818183
816,3.709090909090909
799,3.631818181818182
817,3.713636363636364
817,3.713636363636364
820,3.727272727272727
816,3.709090909090909
816,3.709090909090909
806,3.6636363636363636
818,3.7181818181818183
817,3.713636363636364
801,3.640909090909091
821,3.731818181818182
817,3.713636363636364
818,3.7181818181818183
821,3.731818181818182
819,3.7227272727272727
819,3.7227272727272727
818,3.7181818181818183
819,3.7227272727272727
803,3.65
819,3.7227272727272727
823,3.7409090909090907
821,3.731818181818182
822,3.7363636363636363
821,3.731818181818182
821,3.731818181818182
823,3.7409090909090907
826,3.7545454545454544
820,3.727272727272727
821,3.731818181818182
822,3.7363636363636363
822,3.7363636363636363
808,3.672727272727273
820,3.727272727272727
822,3.7363636363636363
821,3.731818181818182
822,3.7363636363636363
823,3.7409090909090907
824,3.7454545454545456
819,3.7227272727272727
822,3.7363636363636363
816,3.709090909090909
823,3.7409090909090907
823,3.7409090909090907
825,3.75
824,3.7454545454545456
831,3.7772727272727273
835,3.7954545454545454
824,3.7454545454545456
833,3.786363636363636
819,3.7227272727272727
827,3.7590909090909093
820,3.727272727272727
824,3.7454545454545456
823,3.7409090909090907
820,3.727272727272727
819,3.7227272727272727
833,3.786363636363636
828,3.7636363636363637
825,3.75
826,3.7545454545454544
829,3.768181818181818
832,3.7818181818181817
827,3.7590909090909093
831,3.7772727272727273
827,3.7590909090909093
829,3.768181818181818
827,3.7590909090909093
827,3.7590909090909093
831,3.7772727272727273
829,3.768181818181818
826,3.7545454545454544
828,3.7636363636363637
830,3.772727272727273
827,3.7590909090909093
828,3.7636363636363637
828,3.7636363636363637
829,3.768181818181818
828,3.7636363636363637
823,3.7409090909090907
825,3.75
829,3.768181818181818
826,3.7545454545454544
827,3.7590909090909093
830,3.772727272727273
828,3.7636363636363637
829,3.768181818181818
831,3.7772727272727273
829,3.768181818181818
829,3.768181818181818
830,3.772727272727273
827,3.7590909090909093
827,3.7590909090909093
828,3.7636363636363637
